City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Medicine Hat,CA,50.0501,-110.6683,51.51,36,75,4.61,broken clouds
348,Wufeng,CN,27.45,104.8333,27.63,91,12,1.83,few clouds
349,Cayenne,GF,4.9333,-52.3333,80.1,72,75,1.01,broken clouds
350,Colares,PT,38.7992,-9.4469,61.29,40,5,5.01,clear sky
351,Vardo,NO,70.3705,31.1107,21.25,77,98,1.03,overcast clouds
352,Kristiansund,NO,63.1115,7.732,36.25,87,75,18.41,broken clouds
353,Yilan,TW,24.757,121.753,60.91,93,100,5.1,overcast clouds
354,Akersberga,SE,59.4794,18.2997,42.33,95,100,10.71,moderate rain
355,Hokitika,NZ,-42.7167,170.9667,61.83,66,93,0.98,overcast clouds
356,Najran,SA,17.4924,44.1277,61.45,36,15,3.18,few clouds
357,Duluth,US,46.7833,-92.1066,26.08,61,0,4.0,clear sky
358,Montepuez,MZ,-13.1256,38.9997,67.57,99,100,2.82,overcast clouds
359,Starosubkhangulovo,RU,53.1031,57.4423,-0.65,99,95,1.01,overcast clouds
360,Saint-Francois,FR,46.4154,3.9054,39.67,98,100,4.61,overcast clouds
361,Sioux Lookout,CA,50.1001,-91.917,10.78,79,100,3.44,overcast clouds
362,Stanari,BA,44.7472,17.8294,38.08,65,69,5.03,broken clouds
363,Sao Filipe,CV,14.8961,-24.4956,71.11,71,100,12.57,overcast clouds
364,Ulaangom,MN,49.9811,92.0667,-21.37,95,100,2.53,overcast clouds
365,Praia,CV,14.9215,-23.5087,70.34,64,75,18.41,broken clouds
366,Santa Cruz Del Sur,CU,20.7147,-77.9956,79.68,59,35,18.14,scattered clouds
367,Khorixas,NA,-20.3667,14.9667,69.64,54,100,9.24,overcast clouds
368,Lieksa,FI,63.3167,30.0167,25.16,76,100,18.07,overcast clouds
369,Mormugao,IN,15.4,73.8,74.46,73,2,3.44,clear sky
370,Zhigansk,RU,66.7697,123.3711,-28.86,100,100,2.48,overcast clouds
371,Deputatskiy,RU,69.3,139.9,-18.67,87,100,2.06,overcast clouds
372,Ugoofaaru,MV,5.6667,73.0,82.11,73,67,15.61,broken clouds
373,Camopi,GF,3.1655,-52.3158,76.17,95,75,3.13,broken clouds
374,Valparaiso,CL,-33.0393,-71.6273,75.43,56,20,13.8,few clouds
375,Nalut,LY,30.3333,10.85,44.82,44,0,9.82,clear sky
376,Broken Hill,AU,-31.95,141.4333,76.05,70,2,10.92,clear sky
377,Jiuquan,CN,39.7432,98.5174,14.79,59,6,5.23,clear sky
378,Kodinsk,RU,58.6881,99.1844,-3.28,99,100,2.66,overcast clouds
379,Kaseda,JP,31.4167,130.3167,43.84,61,100,11.56,overcast clouds
380,Awjilah,LY,29.1081,21.2869,53.44,38,0,10.4,clear sky
381,Shaoguan,CN,24.8,113.5833,38.8,86,75,3.62,broken clouds
382,Ulaanbaatar,MN,47.9077,106.8832,-20.07,76,0,6.71,clear sky
383,Hualmay,PE,-11.0964,-77.6139,74.75,72,71,11.54,broken clouds
384,Batagay-Alyta,RU,67.8006,130.4114,-19.82,95,65,5.14,broken clouds
385,Ferme-Neuve,CA,46.7001,-75.4493,4.78,66,9,7.74,clear sky
386,Bereda,ES,43.2686,-7.5406,46.92,96,100,3.11,overcast clouds
387,Nome,US,64.5011,-165.4064,-9.33,59,0,0.0,clear sky
388,Paamiut,GL,61.994,-49.6678,16.52,76,100,24.67,light snow
389,Pisco,PE,-13.7,-76.2167,75.25,64,0,16.11,clear sky
390,Thinadhoo,MV,0.5333,72.9333,81.48,71,100,4.74,overcast clouds
391,Barguzin,RU,53.6167,109.6167,-12.39,95,87,2.06,overcast clouds
392,High Level,CA,58.5169,-117.136,12.31,92,100,4.61,light snow
393,Channel-Port Aux Basques,CA,47.5702,-59.1367,33.87,98,100,42.21,snow
394,Manggar,ID,-2.8833,108.2667,78.66,82,100,5.41,overcast clouds
395,Oranjemund,NA,-28.55,16.4333,65.89,85,68,11.95,broken clouds
396,Nizhniy Ingash,RU,56.2,96.53,-10.73,100,75,2.57,broken clouds
397,Port Augusta,AU,-32.5,137.7667,75.36,56,60,8.01,broken clouds
398,Muscat,OM,23.6139,58.5922,68.02,63,1,3.89,clear sky
399,Nyurba,RU,63.2842,118.3319,-20.4,99,98,5.03,overcast clouds
400,Codrington,AU,-38.2667,141.9667,62.04,85,72,4.16,broken clouds
401,Jieshi,CN,22.8134,115.8257,55.94,72,88,13.44,overcast clouds
402,Labuhan,ID,-6.8844,112.2051,78.53,85,100,6.26,overcast clouds
403,Baraboo,US,43.4711,-89.7443,26.04,64,0,1.99,clear sky
404,Kastamonu,TR,41.5,33.6667,19.72,95,79,1.28,broken clouds
405,Hay River,CA,60.8156,-115.7999,-2.22,78,75,6.91,light snow
406,Merta,IN,26.65,74.0333,56.73,26,1,3.04,clear sky
407,Sterling,US,39.0062,-77.4286,28.11,40,20,3.0,few clouds
408,Boyolangu,ID,-8.1181,111.8935,76.71,90,100,2.53,overcast clouds
409,Berlevag,NO,70.8578,29.0864,18.63,80,97,6.82,overcast clouds
410,Goderich,CA,43.7501,-81.7165,17.04,73,84,5.75,broken clouds
411,Whitehorse,CA,60.7161,-135.0538,24.1,78,100,6.91,light snow
412,Senanga,ZM,-16.1167,23.2667,65.48,94,93,4.09,overcast clouds
413,Kirensk,RU,57.7853,108.1119,-20.22,100,98,1.07,overcast clouds
414,Litovko,RU,49.2361,135.1742,-31.07,100,48,2.66,scattered clouds
415,Ketchikan,US,55.3422,-131.6461,45.07,76,75,6.91,broken clouds
416,Rovaniemi,FI,66.5,25.7167,15.21,92,100,16.11,overcast clouds
417,Sur,OM,22.5667,59.5289,71.37,54,3,4.65,clear sky
418,Lazaro Cardenas,MX,17.9583,-102.2,83.77,57,0,8.52,clear sky
419,Charters Towers,AU,-20.1,146.2667,70.81,88,0,6.67,clear sky
420,La Palma,US,33.8464,-118.0467,69.22,25,100,1.99,overcast clouds
421,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.6,85,83,5.59,broken clouds
422,Bandiagara,ML,14.3501,-3.6104,75.38,12,10,11.23,clear sky
423,Smithers,CA,54.7804,-127.1743,39.52,70,75,8.05,broken clouds
424,Ngunguru,NZ,-35.6167,174.5,68.16,67,10,10.45,clear sky
425,Sungaipenuh,ID,-2.0833,101.3833,64.8,97,99,1.79,overcast clouds
426,Kohlu,PK,29.8962,69.252,48.97,34,21,1.41,few clouds
427,Kysyl-Syr,RU,63.8986,122.7617,-15.81,100,99,4.74,overcast clouds
428,Pyaozerskiy,RU,65.8333,31.1667,20.86,96,100,5.3,light snow
429,Maryville,US,35.7565,-83.9705,33.3,36,0,1.01,clear sky
430,Nanyang,CN,32.9947,112.5328,29.82,90,8,2.71,clear sky
431,Nemuro,JP,43.3236,145.575,18.79,74,60,15.37,broken clouds
432,Antonina,BR,-25.4286,-48.7119,75.11,96,100,1.79,overcast clouds
433,Kansanshi,ZM,-12.0951,26.4273,62.31,97,100,4.54,light rain
434,Oriximina,BR,-1.7656,-55.8661,74.84,96,100,4.65,light rain
435,Simpang,ID,-1.2667,104.0833,74.19,94,95,0.81,overcast clouds
436,Port Macquarie,AU,-31.4333,152.9167,66.88,79,98,2.62,overcast clouds
437,Amurzet,RU,47.6967,131.0981,-17.3,99,18,3.87,few clouds
438,Foam Lake,CA,51.65,-103.5343,14.02,93,98,5.44,overcast clouds
439,Bandarbeyla,SO,9.4942,50.8122,75.92,68,90,22.91,overcast clouds
440,Inirida,CO,3.8653,-67.9239,93.78,30,91,0.65,overcast clouds
441,Hun,LY,29.1268,15.9477,49.91,26,0,7.67,clear sky
442,Santa Pola,ES,38.1917,-0.5658,53.49,76,0,2.3,clear sky
443,Hasanabad,IR,36.5465,61.0543,43.02,70,100,2.3,overcast clouds
444,Huarmey,PE,-10.0681,-78.1522,75.36,72,24,11.9,few clouds
445,Hamilton,US,39.1834,-84.5333,26.78,57,40,3.0,scattered clouds
446,Olafsvik,IS,64.8945,-23.7142,38.46,69,100,28.07,light rain
447,Rome,US,34.257,-85.1647,39.06,29,0,1.99,clear sky
448,Kokoda,PG,-8.8785,147.7407,73.31,92,100,4.63,overcast clouds
449,Langham,CA,52.3668,-106.9679,22.01,91,18,2.82,few clouds
450,Medzev,SK,48.7004,20.8937,36.5,98,100,8.68,light snow
451,Launceston,AU,-41.45,147.1667,59.14,84,1,1.01,clear sky
452,Yangjiang,CN,21.85,111.9667,54.77,70,93,9.6,overcast clouds
453,Bowen,AU,-20.0167,148.2333,76.01,82,10,10.11,clear sky
454,El Reno,US,35.5323,-97.955,69.19,13,0,21.85,clear sky
455,Darhan,MN,49.4867,105.9228,-15.09,99,92,2.91,overcast clouds
456,Tuy Hoa,VN,13.0833,109.3,70.5,93,71,4.05,broken clouds
457,Shalakusha,RU,62.2247,40.2539,3.06,99,81,4.25,broken clouds
458,Komsomolskiy,UZ,40.4272,71.7189,36.32,87,75,0.0,fog
459,San Patricio,US,28.017,-97.5169,67.15,26,52,4.54,broken clouds
460,Vuktyl,RU,63.8567,57.3094,13.15,92,100,10.47,overcast clouds
461,Say,NE,13.1007,2.3689,79.36,15,8,10.45,clear sky
462,Pachino,IT,36.7186,15.0907,46.6,56,4,12.64,clear sky
463,Varnavino,RU,57.4035,45.0916,16.38,96,100,4.9,light snow
464,Beringovskiy,RU,63.05,179.3167,-11.31,100,99,4.05,overcast clouds
465,Waipawa,NZ,-41.4122,175.5153,66.94,63,17,4.14,few clouds
466,Arona,ES,28.0996,-16.681,60.39,77,16,1.01,haze
467,Kavieng,PG,-2.5744,150.7967,81.25,77,100,7.58,moderate rain
468,Fayaoue,NC,-20.65,166.5333,81.97,82,80,15.32,broken clouds
469,Ouro Preto,BR,-20.3948,-43.5052,73.38,76,43,3.2,scattered clouds
470,Borogontsy,RU,62.6683,131.1683,-37.14,100,65,1.5,broken clouds
471,Pedasi,PA,7.5333,-80.0333,81.64,69,7,13.24,clear sky
472,Jardim,BR,-21.4803,-56.1381,90.57,44,51,2.24,broken clouds
473,Loukhi,RU,66.0764,33.0381,19.81,96,100,7.11,light snow
474,Talas,TR,38.6908,35.5538,7.47,78,75,2.3,broken clouds
475,Charlottetown,CA,46.2352,-63.1267,30.2,80,100,41.0,heavy snow
476,Shakhtinsk,KZ,49.71,72.5872,21.76,94,100,11.39,overcast clouds
477,San Quintin,MX,30.4833,-115.95,66.83,33,5,4.43,clear sky
478,Okmulgee,US,35.6234,-95.9605,67.21,17,0,13.8,clear sky
479,Kijang,KR,35.2442,129.2139,31.73,27,100,5.91,overcast clouds
480,Buchanan,LR,5.8808,-10.0467,80.56,81,100,7.45,overcast clouds
481,Eidfjord,NO,60.4675,7.0719,34.5,94,100,33.17,snow
482,Bikaner,IN,28.0167,73.3,60.67,19,10,3.06,clear sky
483,Dinguiraye,GN,11.3,-10.7167,81.77,16,6,1.83,clear sky
484,Podyuga,RU,61.095,40.8647,3.13,100,82,4.5,broken clouds
485,Meghri,AM,38.9029,46.2446,28.2,78,8,6.55,clear sky
486,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.85,57,100,1.54,light rain
487,Turayf,SA,31.6725,38.6637,39.45,75,0,6.91,clear sky
488,Nelson Bay,AU,-32.7167,152.15,74.08,85,91,1.01,overcast clouds
489,Neiafu,TO,-18.65,-173.9833,82.56,73,83,14.16,broken clouds
490,Berbera,SO,10.4396,45.0143,73.72,71,54,5.84,broken clouds
491,Le Port,RE,-20.9373,55.2919,80.6,84,94,2.95,overcast clouds
492,Bilibino,RU,68.0546,166.4372,-4.83,87,100,3.27,overcast clouds
493,Laguna,US,38.421,-121.4238,66.43,55,0,1.01,clear sky
494,Black Forest,US,39.0131,-104.7008,52.79,19,0,4.0,clear sky
495,Savannah Bight,HN,16.45,-85.85,75.0,75,90,22.01,overcast clouds
496,Shetpe,KZ,44.1667,52.1167,31.48,72,26,7.72,scattered clouds
497,Port Lincoln,AU,-34.7333,135.8667,64.36,89,32,13.69,scattered clouds
498,Taltal,CL,-25.4,-70.4833,69.03,68,9,7.81,clear sky
499,Tilichiki,RU,60.4667,166.1,20.37,71,100,14.05,overcast clouds
500,Ayan,RU,56.45,138.1667,0.81,80,100,20.09,overcast clouds
501,Shingu,JP,33.7333,135.9833,38.01,74,94,6.69,overcast clouds
502,Zhuzhou,CN,27.8333,113.15,35.73,93,100,4.27,overcast clouds
503,Esso,RU,55.9333,158.7,20.73,96,100,4.94,light snow
504,Maragogi,BR,-9.0122,-35.2225,77.38,69,100,4.72,overcast clouds
505,Madaoua,NE,14.073,5.96,68.22,13,0,12.15,clear sky
506,Padang,ID,-0.9492,100.3543,76.91,90,77,3.09,broken clouds
507,Luderitz,NA,-26.6481,15.1594,67.86,79,63,9.46,broken clouds
508,Markha,RU,62.1053,129.7269,-31.04,68,0,4.47,clear sky
509,Mashpee,US,41.6484,-70.4811,25.95,70,100,18.99,snow
510,Great Yarmouth,GB,52.6083,1.7305,47.95,70,40,20.76,scattered clouds
511,Porto Novo,BJ,6.4965,2.6036,84.02,66,18,4.79,few clouds
512,Anadyr,RU,64.75,177.4833,-13.52,83,40,2.24,mist
513,Arman,RU,59.7,150.1667,6.93,81,100,14.41,overcast clouds
514,Saint-Georges,GD,12.0564,-61.7485,83.88,65,20,20.71,few clouds
515,Pacora,PA,9.0833,-79.2833,91.42,46,40,13.8,scattered clouds
516,Purranque,CL,-40.9167,-73.1667,78.28,18,97,8.14,overcast clouds
517,Bonavista,CA,48.6499,-53.1147,34.12,87,100,18.34,overcast clouds
518,Dasoguz,TM,41.8363,59.9666,24.75,93,5,6.91,clear sky
519,Armenis,RO,45.2,22.3167,21.2,92,87,2.04,overcast clouds
520,Plesetsk,RU,62.708,40.2916,7.47,98,99,5.82,overcast clouds
521,Palana,RU,59.1167,159.9667,22.3,73,49,13.96,scattered clouds
522,Malakal,SS,9.5334,31.6605,75.09,20,5,5.39,clear sky
523,Isla Aguada,MX,18.7833,-91.4667,69.84,68,100,21.7,overcast clouds
524,Boende,CD,-0.2167,20.8667,76.3,44,11,2.33,few clouds
525,Concordia,AR,-31.393,-58.0209,84.27,48,20,14.0,few clouds
526,Kasamwa,TZ,-2.85,32.4333,67.5,75,99,4.54,overcast clouds
527,Pemangkat,ID,1.1667,108.9667,76.73,87,100,3.02,overcast clouds
528,Ogaminana,NG,7.5946,6.2248,81.5,16,87,3.67,overcast clouds
529,Nabire,ID,-3.3667,135.4833,74.73,90,100,3.36,overcast clouds
530,Poindimie,NC,-20.9333,165.3333,79.47,84,17,6.78,few clouds
531,Agadez,NE,19.75,10.25,60.24,17,56,8.86,broken clouds
532,Roma,US,43.2128,-75.4557,13.12,49,0,1.01,clear sky
533,Laela,TZ,-8.5667,32.05,60.67,94,100,2.08,overcast clouds
534,Mahesana,IN,23.6,72.4,54.95,35,1,5.77,clear sky
535,Xichang,CN,27.8964,102.2634,36.45,75,0,0.36,clear sky
536,Imbituba,BR,-28.24,-48.6703,72.82,81,87,8.59,overcast clouds
537,Les Cayes,HT,18.2,-73.75,81.5,63,50,9.28,scattered clouds
538,Avera,US,33.194,-82.5271,43.75,25,0,13.62,clear sky
539,Asha,RU,54.9973,57.2722,4.26,99,99,3.15,overcast clouds
540,Clyde River,CA,70.4692,-68.5914,-5.57,59,100,11.5,overcast clouds
541,Sept-Iles,CA,50.2001,-66.3821,5.05,61,100,4.0,overcast clouds
542,Rawson,AR,-43.3002,-65.1023,83.35,31,45,4.05,scattered clouds
543,Auki,SB,-8.7676,160.7034,77.85,89,98,6.64,overcast clouds
544,Marzuq,YE,14.4,46.4667,62.42,77,10,4.65,clear sky
545,Lashio,MM,22.9333,97.75,45.93,80,0,1.19,clear sky
546,Chapais,CA,49.7834,-74.8492,-2.42,77,6,4.14,clear sky
547,Liwale,TZ,-9.7667,37.9333,66.49,98,99,2.57,overcast clouds
548,Morris,US,40.8334,-74.5329,17.73,66,100,5.01,overcast clouds
549,Dingle,PH,10.9995,122.6711,74.71,91,9,1.57,clear sky
550,Adrar,MR,20.5022,-10.0711,79.77,11,100,10.56,overcast clouds
551,Rio Gallegos,AR,-51.6226,-69.2181,53.65,71,75,21.85,broken clouds
552,Matamoros,MX,25.5333,-103.25,61.11,41,0,5.75,clear sky
553,Homer,US,59.6425,-151.5483,28.29,82,40,13.8,scattered clouds
554,Amapa,BR,1.0,-52.0,75.38,97,100,3.15,heavy intensity rain
555,Teya,RU,60.3778,92.6267,3.11,98,100,3.2,overcast clouds
556,Makat,KZ,47.6469,53.3463,24.58,96,100,10.87,light snow
557,Dunedin,NZ,-45.8742,170.5036,61.81,89,100,1.99,light rain
558,Vero Beach,US,27.6386,-80.3973,58.01,30,0,3.0,clear sky
559,Kampot,KH,10.6167,104.1833,78.85,88,42,4.56,scattered clouds
560,San Bonifacio,IT,45.3969,11.2844,42.53,75,100,1.77,overcast clouds
561,Nantucket,US,41.2835,-70.0995,30.31,100,100,35.68,fog
562,Biak,ID,-0.9131,122.8766,76.46,79,100,3.29,overcast clouds
563,Lady Frere,ZA,-31.7031,27.2329,62.35,86,0,3.96,clear sky
564,Diamantino,BR,-14.4086,-56.4461,75.99,94,100,4.05,moderate rain
565,Aksarka,RU,66.5606,67.7975,-17.37,100,100,6.35,overcast clouds
566,Betafo,MG,-19.8333,46.85,61.54,90,9,4.29,clear sky
567,Chissamba,AO,-12.1667,17.3333,64.13,93,100,3.44,overcast clouds
568,Baykit,RU,61.67,96.37,-1.16,100,99,0.96,overcast clouds
569,Zuenoula,CI,7.4292,-6.0431,80.33,24,87,2.04,overcast clouds
570,Hohhot,CN,40.8106,111.6522,14.29,62,0,4.47,clear sky
571,Kingman,US,35.1894,-114.053,60.13,8,0,3.0,clear sky
572,Cockburn Town,TC,21.4612,-71.1419,80.56,65,20,9.22,few clouds
573,Snezhnogorsk,RU,69.1933,33.2531,13.78,100,98,2.84,overcast clouds
574,Pontes E Lacerda,BR,-15.2261,-59.3353,73.71,97,100,1.72,moderate rain
575,Richards Bay,ZA,-28.783,32.0377,71.6,83,62,4.14,broken clouds
576,Angren,UZ,41.0167,70.1436,29.52,58,98,5.95,overcast clouds
577,College,US,64.8569,-147.8028,-12.33,75,40,0.0,scattered clouds
578,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,17.27,scattered clouds
579,Nanyamba,TZ,-10.6833,39.8333,69.44,99,100,2.75,overcast clouds
580,Teguise,ES,29.0605,-13.564,61.02,63,0,8.05,haze
581,Gamba,GA,-2.65,10.0,77.83,87,88,4.5,overcast clouds
582,Lumeje,AO,-11.55,20.7833,66.49,88,100,5.55,overcast clouds
583,Bara,NG,10.3744,10.7288,70.74,17,100,9.37,overcast clouds
584,Barra Do Corda,BR,-5.5,-45.25,74.59,86,89,3.56,overcast clouds
585,Amuntai,ID,-2.4177,115.2494,72.59,90,84,0.4,broken clouds
586,Ust-Nera,RU,64.5667,143.2,-16.37,100,100,0.45,overcast clouds
587,Bayeux,BR,-7.125,-34.9322,81.23,78,75,9.22,broken clouds
588,Buzdyak,RU,54.5833,54.55,9.66,93,100,4.43,overcast clouds
589,Jaisinghnagar,IN,23.7,81.3833,52.07,36,0,3.42,clear sky
590,Bubaque,GW,11.2833,-15.8333,78.26,71,100,20.87,overcast clouds
591,Ribnitz-Damgarten,DE,54.25,12.4667,45.12,71,60,42.19,broken clouds
592,Wattegama,LK,6.7989,81.4808,73.8,92,65,1.72,broken clouds
593,Semnan,IR,35.5729,53.3971,35.44,48,0,2.3,clear sky
594,Kuryk,KZ,43.2,51.65,40.03,90,100,14.76,overcast clouds
595,Plettenberg Bay,ZA,-34.0527,23.3716,65.37,90,7,6.26,clear sky
596,Hofn,IS,64.2539,-15.2082,24.82,63,0,6.91,clear sky
597,Namibe,AO,-15.1961,12.1522,72.39,77,100,6.76,overcast clouds
598,Bronnoysund,NO,65.4625,12.1997,35.6,87,100,4.61,overcast clouds
599,Bahar,IR,34.9072,48.4414,23.16,68,0,6.91,clear sky
600,Lucea,JM,18.451,-78.1736,80.46,67,2,12.21,clear sky
601,Nizwa,OM,22.9333,57.5333,70.34,35,5,3.47,clear sky
602,Moose Jaw,CA,50.4001,-105.5344,28.65,74,77,5.75,broken clouds
603,Mareeba,AU,-17.0,145.4333,72.32,98,97,2.21,overcast clouds
604,Rio Cuarto,AR,-33.1307,-64.3499,85.77,39,20,18.41,few clouds
605,Lebedyn,UA,50.5852,34.4849,24.93,96,96,9.71,overcast clouds
606,Langfang,CN,39.5097,116.6947,16.05,46,0,0.87,clear sky
607,Adelaide,AU,-34.9333,138.6,68.41,75,20,1.14,few clouds
608,Mizan Teferi,ET,6.9833,35.5833,68.49,45,19,0.76,few clouds
609,Talaya,RU,61.3833,152.75,-7.4,96,100,4.07,overcast clouds
610,Baiyin,CN,36.5583,104.2081,14.88,81,26,2.57,scattered clouds
611,Puerto Ayacucho,VE,5.6639,-67.6236,92.98,22,82,11.39,broken clouds
612,Palu,ID,-0.8917,119.8707,75.43,95,100,2.33,overcast clouds
613,Santa Cruz De Tenerife,ES,28.4682,-16.2546,67.28,80,40,7.0,haze
614,Fare,PF,-16.7,-151.0167,80.58,73,11,12.03,few clouds
615,Cabedelo,BR,-6.9811,-34.8339,81.27,74,46,8.75,scattered clouds
616,Enshi,CN,30.3,109.4833,34.93,94,57,1.48,broken clouds
617,Champerico,GT,14.3,-91.9167,90.14,62,3,11.54,clear sky
618,Buenos Aires,AR,-34.6132,-58.3772,85.93,53,0,6.91,clear sky
619,Primorsko,BG,42.2667,27.7667,33.22,80,40,2.37,scattered clouds
620,Meulaboh,ID,4.1363,96.1285,77.63,88,89,2.86,overcast clouds
621,Dharchula,IN,29.85,80.5333,44.51,46,1,8.28,clear sky
622,Zalesovo,RU,53.9939,84.7431,-6.84,100,99,2.68,overcast clouds
623,Harsin,IR,34.2721,47.5861,27.41,75,1,1.79,clear sky
624,Hambantota,LK,6.1241,81.1185,77.99,82,73,6.51,broken clouds
625,Sabha,LY,27.0377,14.4283,50.5,29,53,7.4,broken clouds
626,Logansport,US,40.7545,-86.3567,23.05,41,40,8.05,scattered clouds
627,North Platte,US,41.1239,-100.7654,62.49,11,0,10.0,clear sky
628,Kaeo,NZ,-35.1,173.7833,68.32,78,57,10.85,broken clouds
629,Rosetta,EG,31.4044,30.4164,51.58,75,1,6.58,clear sky
630,Sucre,BO,-19.0333,-65.2627,62.53,63,100,9.19,overcast clouds
631,Edson,CA,53.5835,-116.4356,41.14,38,75,2.3,broken clouds
632,Tomatlan,MX,19.9333,-105.25,87.51,39,1,9.89,clear sky
633,Ampatuan,PH,6.8667,124.4667,73.89,91,92,1.45,overcast clouds
634,Husavik,IS,66.0449,-17.3389,33.71,77,23,21.14,few clouds
635,Cabra,ES,37.4725,-4.4421,49.44,35,0,3.11,clear sky
636,Coquimbo,CL,-29.9533,-71.3436,67.73,68,20,13.8,few clouds
637,Altagracia De Orituco,VE,9.8601,-66.3814,87.15,24,64,10.6,broken clouds
638,Ca Mau,VN,9.1769,105.15,73.87,85,32,2.91,scattered clouds
639,Zavallya,UA,48.2135,30.0156,26.58,85,57,7.31,broken clouds
640,Juneau,US,58.3019,-134.4197,41.22,91,100,18.41,moderate rain
641,Felanitx,ES,39.4696,3.1483,48.0,72,0,6.42,clear sky
642,Calvinia,ZA,-31.4707,19.776,84.09,21,0,5.23,clear sky
643,Ust-Koksa,RU,50.2696,85.6108,-3.93,86,26,0.81,scattered clouds
644,Canton,CN,23.1167,113.25,52.0,66,100,10.96,overcast clouds
645,Kayes,ML,14.0,-11.0,88.5,12,7,7.25,clear sky
646,Linden,GY,6.0,-58.3,84.34,41,69,5.88,broken clouds
647,Hurricane,US,37.1753,-113.2899,56.59,20,49,1.57,scattered clouds
648,Tromso,NO,69.6496,18.957,23.02,54,0,6.91,clear sky
649,Lavrentiya,RU,65.5833,-171.0,-4.52,84,4,3.89,clear sky
650,Hailar,CN,49.2,119.7,-21.26,99,14,4.09,few clouds
651,Neuquen,AR,-38.9516,-68.0591,94.89,18,0,9.22,clear sky
652,Melfi,IT,40.9965,15.6514,36.5,73,2,5.55,clear sky
653,Troitsko-Pechorsk,RU,62.7084,56.1964,9.39,97,100,6.04,overcast clouds
654,Vila Do Maio,CV,15.1333,-23.2167,70.59,71,100,17.09,overcast clouds
655,Namatanai,PG,-3.6667,152.4333,79.48,81,100,2.26,light rain
656,Pacifica,US,37.6138,-122.4869,64.35,53,75,3.0,haze
657,Abu Samrah,SY,35.3029,37.1841,41.2,79,100,7.78,overcast clouds
658,Igarka,RU,67.4667,86.5833,1.54,96,100,12.73,overcast clouds
659,Zyryanka,RU,65.75,150.85,-21.21,100,90,1.32,overcast clouds
660,Acapulco,MX,16.8634,-99.8901,85.82,66,20,4.61,few clouds
661,Rio Grande,BR,-32.035,-52.0986,78.91,53,0,13.87,clear sky
662,Murgab,TM,37.4966,61.9714,39.07,70,75,6.91,broken clouds
663,Keetmanshoop,NA,-26.5833,18.1333,83.32,39,100,13.8,overcast clouds
664,Singapore,SG,1.2897,103.8501,78.84,88,75,2.3,broken clouds
665,Scottsbluff,US,41.8666,-103.6672,57.81,14,0,10.0,clear sky
666,Qeshm,IR,26.9581,56.2719,64.29,63,4,10.6,clear sky
667,Ridgecrest,US,35.6225,-117.6709,57.15,18,0,1.99,clear sky
668,Jind,IN,29.3167,76.3167,49.69,69,3,7.09,clear sky
669,Singaraja,ID,-8.112,115.0882,77.97,83,100,3.29,moderate rain
670,Mandalgovi,MN,45.7625,106.2708,-0.76,91,100,15.93,overcast clouds
671,Eenhana,NA,-17.4667,16.3333,73.15,82,100,6.73,light rain
672,Hongjiang,CN,27.11,109.9956,32.97,95,65,2.89,broken clouds
673,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
674,Tokmak,UA,47.2514,35.7058,29.26,95,93,11.52,overcast clouds
675,Nuuk,GL,64.1835,-51.7216,9.88,84,100,13.0,overcast clouds
676,Kaifeng,CN,34.7911,114.3483,25.66,86,6,5.1,clear sky
677,Vila,PT,42.0304,-8.1588,43.93,38,5,4.74,clear sky
678,Quatre Cocos,MU,-20.2078,57.7625,80.71,74,96,14.74,overcast clouds
679,At-Bashi,KG,41.1702,75.8106,0.93,79,38,3.89,scattered clouds
680,Gidole,ET,5.65,37.3667,64.53,22,21,3.02,few clouds
681,Ellisras,ZA,-23.6649,27.7443,70.09,82,96,6.2,overcast clouds
