City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Vardo,NO,1/23/2022 21:43,70.3705,31.1107,39.4,81,0,28.77
306,Smithers,CA,1/23/2022 21:43,54.7804,-127.1743,35.92,80,75,3.44
307,Tilichiki,RU,1/23/2022 21:43,60.4667,166.1,-19.55,86,77,7.09
308,Ketchikan,US,1/23/2022 21:40,55.3422,-131.6461,45.07,93,100,8.05
309,Santa Cruz De La Palma,ES,1/23/2022 21:43,28.6835,-17.7642,68.14,83,75,3.44
310,Enshi,CN,1/23/2022 21:43,30.3,109.4833,43.72,97,100,0.85
311,Tura,IN,1/23/2022 21:43,25.5198,90.2201,54.91,75,34,4.76
312,Saint-Pierre,RE,1/23/2022 21:43,-21.3393,55.4781,80.28,69,0,6.91
313,Kargasok,RU,1/23/2022 21:43,59.0556,80.8572,-4.36,99,100,2.86
314,Metro,ID,1/23/2022 21:43,-5.1131,105.3067,74.34,93,59,3.62
315,Ponta Delgada,PT,1/23/2022 21:43,37.7333,-25.6667,58.5,77,20,8.05
316,Itarema,BR,1/23/2022 21:43,-2.9248,-39.9167,80.31,68,20,15.28
317,Lasa,IT,1/23/2022 21:44,46.6166,10.7002,38.28,61,2,5.68
318,Cabo San Lucas,MX,1/23/2022 21:43,22.8909,-109.9124,74.61,68,95,3
319,Ancud,CL,1/23/2022 21:44,-41.8697,-73.8203,64.42,79,79,9.93
320,Broome,US,1/23/2022 21:44,42.2506,-75.833,28.45,78,100,4
321,Alta Floresta,BR,1/23/2022 21:44,-9.8756,-56.0861,75.24,93,92,2.86
322,Botshabelo,ZA,1/23/2022 21:44,-29.2702,26.7052,65.21,41,1,3.18
323,Zapolyarnyy,RU,1/23/2022 21:44,69.4154,30.8136,38.48,91,100,30.94
324,Ensley,US,1/23/2022 21:44,30.5188,-87.2728,54.7,36,0,3
325,San Carlos De Bariloche,AR,1/23/2022 21:44,-41.1456,-71.3082,60.55,59,40,24.16
326,Nanga Eboko,CM,1/23/2022 21:44,4.6833,12.3667,69.55,35,68,1.43
327,Padang,ID,1/23/2022 21:44,-0.9492,100.3543,76.28,86,92,3.78
328,Ust-Kulom,RU,1/23/2022 21:44,61.6864,53.6902,7,99,89,4.45
329,Teya,RU,1/23/2022 21:44,60.3778,92.6267,-5.89,100,99,2.59
330,La Romana,DO,1/23/2022 21:44,18.4273,-68.9728,84.56,74,20,11.5
331,Frontera,MX,1/23/2022 21:44,26.9333,-101.45,49.75,76,100,6.91
332,Boca Do Acre,BR,1/23/2022 21:44,-8.7522,-67.3978,83.73,70,48,1.07
333,Zhigansk,RU,1/23/2022 21:44,66.7697,123.3711,-7.08,98,100,11.88
334,Penzance,GB,1/23/2022 21:44,50.1186,-5.5371,45.77,81,72,14.63
335,Lokosovo,RU,1/23/2022 21:44,61.1333,74.8167,4.57,98,94,2.66
336,Porto Novo,BJ,1/23/2022 21:44,6.4965,2.6036,80.42,77,3,6.93
337,Ingham,US,1/23/2022 21:44,42.6,-84.3833,19.17,63,100,8.05
338,Agadez,NE,1/23/2022 21:44,19.75,10.25,57.47,24,60,10.36
339,Surab,PK,1/23/2022 21:44,28.4914,66.2585,30.85,43,0,9.89
340,Troitskoye,RU,1/23/2022 21:44,52.9821,84.6757,2.52,97,100,4.09
341,Nyandoma,RU,1/23/2022 21:44,61.669,40.1991,11.52,93,100,9.6
342,San Cristobal,VE,1/23/2022 21:44,7.7669,-72.225,75.38,56,82,1.83
343,Luau,AO,1/23/2022 21:44,-10.7073,22.2247,62.96,96,54,1.7
344,Avdon,RU,1/23/2022 21:44,54.6667,55.7167,2.52,84,100,4.47
345,Srednekolymsk,RU,1/23/2022 21:45,67.45,153.6833,-27.74,98,100,6.64
346,Jishu,CN,1/23/2022 21:45,44.3167,126.8,-7.38,96,73,2.21
347,Carlsbad,US,1/23/2022 21:42,33.1581,-117.3506,77.65,37,0,5.01
348,Dunda,TZ,1/23/2022 21:45,-8.1167,34.25,65.64,95,100,2.57
349,Codrington,AU,1/23/2022 21:45,-38.2667,141.9667,82.45,32,100,6.87
350,Pathein,MM,1/23/2022 21:45,16.7833,94.7333,66.07,76,6,3.74
351,Pabrade,LT,1/23/2022 21:45,55,25.7833,14.34,96,75,4.07
352,Galle,LK,1/23/2022 21:45,6.0367,80.217,74.5,83,100,3.31
353,Dayong,CN,1/23/2022 21:45,25.0209,118.2898,60.89,96,96,2.06
354,Karpogory,RU,1/23/2022 21:45,64.0019,44.4451,12.56,94,100,9.4
355,Rajampet,IN,1/23/2022 21:45,14.1833,79.1667,70.07,67,11,3.33
356,Douglas,US,1/23/2022 21:45,41.3,-96.167,29.5,61,100,4
357,Santa Maria,BR,1/23/2022 21:45,-29.6842,-53.8069,78.1,89,75,9.22
358,Mingyue,CN,1/23/2022 21:45,43.1069,128.9217,-0.53,96,10,3
359,Mount Isa,AU,1/23/2022 21:45,-20.7333,139.5,74.97,100,100,4.61
360,San Patricio,US,1/23/2022 21:45,28.017,-97.5169,61.21,43,100,4.56
361,Talaya,RU,1/23/2022 21:46,61.3833,152.75,-35.7,100,100,0.58
362,Turukhansk,RU,1/23/2022 21:46,65.8167,87.9833,-0.76,99,100,2.64
363,Bar Harbor,US,1/23/2022 21:45,44.3876,-68.2039,30.02,59,0,5.01
364,Yatou,CN,1/23/2022 21:46,37.15,122.3833,30.06,72,14,9.24
365,Asfi,MA,1/23/2022 21:46,32.2994,-9.2372,61.29,92,98,7.94
366,Mersing,MY,1/23/2022 21:46,2.4312,103.8405,75.11,94,9,5.75
367,Verkhniy Avzyan,RU,1/23/2022 21:46,53.5289,57.5372,0.01,100,99,2.44
368,La Rochelle,FR,1/23/2022 21:43,46.1667,-1.15,36.48,93,0,12.66
369,Turiacu,BR,1/23/2022 21:46,-1.6633,-45.3717,75.18,95,68,4.63
370,Mapiripan,CO,1/23/2022 21:46,2.8892,-72.1256,89.58,43,83,5.95
371,Egvekinot,RU,1/23/2022 21:46,66.3167,-179.1667,-16.47,97,100,4.65
372,Chifeng,CN,1/23/2022 21:46,42.2683,118.9636,12.96,52,100,1.19
373,Ferrol,ES,1/23/2022 21:46,43.4832,-8.2369,48.51,82,0,6.76
374,Bokhan,RU,1/23/2022 21:46,53.153,103.7714,2.73,98,100,2.1
375,Coxim,BR,1/23/2022 21:46,-18.5067,-54.76,87.06,64,99,4.68
376,Inhambane,MZ,1/23/2022 21:46,-23.865,35.3833,76.77,87,98,18.07
377,North Bend,US,1/23/2022 21:46,43.4065,-124.2243,64.31,69,0,3.44
378,Ballina,AU,1/23/2022 21:46,-28.8667,153.5667,71.78,92,100,8.05
379,Vila Velha,BR,1/23/2022 21:42,-20.3297,-40.2925,82.35,80,20,4
380,Yumen,CN,1/23/2022 21:46,40.2833,97.2,17.51,55,4,2.21
381,Jabinyanah,TN,1/23/2022 21:46,35.035,10.9081,48,66,4,7.36
382,Thinadhoo,MV,1/23/2022 21:46,0.5333,72.9333,81.46,70,43,14.47
383,Comodoro Rivadavia,AR,1/23/2022 21:46,-45.8667,-67.5,75.06,20,20,31.07
384,Basco,PH,1/23/2022 21:46,20.4487,121.9702,76.41,82,28,14.79
385,Richards Bay,ZA,1/23/2022 21:46,-28.783,32.0377,69.15,84,11,5.03
386,Quelimane,MZ,1/23/2022 21:46,-17.8786,36.8883,80.55,94,75,11.99
387,Quatre Cocos,MU,1/23/2022 21:46,-20.2078,57.7625,79.09,80,58,8.05
388,Leira,ES,1/23/2022 21:46,43.1167,-8.4,44.87,74,0,2.26
389,Kulhudhuffushi,MV,1/23/2022 21:46,6.6221,73.07,80.69,61,99,10
390,Tando Muhammad Khan,PK,1/23/2022 21:46,25.123,68.5358,54.27,27,0,2.44
391,Itupiranga,BR,1/23/2022 21:46,-5.1347,-49.3267,82.72,90,56,2.53
392,Le Vauclin,MQ,1/23/2022 21:46,14.5452,-60.8388,80.73,69,20,12.66
393,Muroto,JP,1/23/2022 21:46,33.2833,134.15,48.24,79,100,23.49
394,Barmer,IN,1/23/2022 21:46,25.75,71.3833,53.89,40,0,5.84
395,Enzan,JP,1/23/2022 21:46,35.7,138.7333,38.7,88,100,3.96
396,Mar Del Plata,AR,1/23/2022 21:42,-38.0023,-57.5575,72.88,81,100,8.99
397,Sao Felix Do Xingu,BR,1/23/2022 21:46,-6.6447,-51.995,77.31,86,59,1.79
398,Tadine,NC,1/23/2022 21:46,-21.55,167.8833,80.26,71,94,8.86
399,Berlevag,NO,1/23/2022 21:46,70.8578,29.0864,42.8,65,0,41.43
400,Exeter,GB,1/23/2022 21:46,50.7236,-3.5275,43.86,89,100,9.17
401,Coreau,BR,1/23/2022 21:46,-3.5333,-40.6567,78.82,66,58,6.29
402,Andilamena,MG,1/23/2022 21:46,-17.0167,48.5833,67.15,99,100,5.23
403,Oktyabrskiy,RU,1/23/2022 21:46,54.4815,53.471,13.1,90,100,1.88
404,Dolores,AR,1/23/2022 21:46,-36.3132,-57.6792,79.03,76,97,8.66
405,Svetlogorsk,BY,1/23/2022 21:46,52.6333,29.7333,9.64,97,62,5.3
406,Aswan,EG,1/23/2022 21:47,24.0934,32.907,52.75,33,16,10.33
407,Necochea,AR,1/23/2022 21:47,-38.5473,-58.7368,70.36,56,71,4.38
408,Lumberton,US,1/23/2022 21:47,34.6182,-79.0086,50.68,90,15,4.05
409,Antofagasta,CL,1/23/2022 21:46,-23.65,-70.4,71.22,60,73,8.61
410,Okhotsk,RU,1/23/2022 21:47,59.3833,143.3,-13.41,81,6,13.47
411,Lavrentiya,RU,1/23/2022 21:47,65.5833,-171,4.66,97,100,6.49
412,Cockburn Town,TC,1/23/2022 21:47,21.4612,-71.1419,78.1,75,0,10.92
413,Eura,FI,1/23/2022 21:47,61.1333,22.1333,32.22,94,75,9.08
414,Mataram,ID,1/23/2022 21:47,-8.5833,116.1167,79.61,83,92,5.88
415,Laguna,US,1/23/2022 21:47,38.421,-121.4238,68.02,62,0,1.99
416,Portland,US,1/23/2022 21:46,45.5234,-122.6762,57.51,67,31,1.01
417,Callaway,US,1/23/2022 21:47,30.153,-85.5699,53.91,55,0,1.99
418,Nanlong,CN,1/23/2022 21:47,31.3533,106.0631,45.64,87,100,5.46
419,Mar De Espanha,BR,1/23/2022 21:47,-21.8672,-43.0097,70.77,87,3,4.5
420,Leku,ET,1/23/2022 21:47,6.8667,38.45,57.38,50,62,4.36
421,Sembakung,ID,1/23/2022 21:47,3.8167,117.25,76.93,99,84,2.57
422,Ahome,MX,1/23/2022 21:47,25.9167,-109.1833,71.15,52,67,13.09
423,Gbarnga,LR,1/23/2022 21:47,6.9956,-9.4722,68.22,52,15,0.98
424,Makakilo City,US,1/23/2022 21:47,21.3469,-158.0858,79.12,62,40,8.05
425,Fort Morgan,US,1/23/2022 21:47,40.2503,-103.8,57.81,32,0,9.22
426,Aketi,CD,1/23/2022 21:47,2.7388,23.7833,75.4,42,12,1.05
427,Manggar,ID,1/23/2022 21:47,-2.8833,108.2667,77.52,81,32,6.53
428,Rawson,AR,1/23/2022 21:47,-43.3002,-65.1023,78.57,25,37,25.79
429,Kingaroy,AU,1/23/2022 21:47,-26.5333,151.8333,66.24,94,100,3.44
430,Waterfoot,GB,1/23/2022 21:47,53.6929,-2.2525,38.55,92,100,4.97
431,Kodiak,US,1/23/2022 21:47,57.79,-152.4072,38.71,93,100,9.22
432,Thap Khlo,TH,1/23/2022 21:47,16.16,100.5966,75.83,75,71,2.19
433,New Ulm,US,1/23/2022 21:47,44.3125,-94.4605,8.56,82,75,9.22
434,Pilikwe,BW,1/23/2022 21:47,-22.799,27.1938,66.09,59,0,4.52
435,Chatra,IN,1/23/2022 21:47,24.2167,84.8667,55.38,92,33,3.65
436,Saint-Ambroise,CA,1/23/2022 21:47,48.5501,-71.3324,1.72,66,94,12.66
437,Aklavik,CA,1/23/2022 21:47,68.2191,-135.0107,2.12,98,96,4.88
438,Sitka,US,1/23/2022 21:47,57.0531,-135.33,39.09,93,100,0
439,Wajima,JP,1/23/2022 21:47,37.4,136.9,38.59,65,88,13.38
440,Young,UY,1/23/2022 21:47,-32.6833,-57.6333,76.23,67,86,9.28
441,Envira,BR,1/23/2022 21:47,-7.3,-70.2167,78.15,89,76,1.72
442,Casa Grande,US,1/23/2022 21:43,32.8795,-111.7573,70.48,31,0,5.01
443,Malchevskaya,RU,1/23/2022 21:47,49.0552,40.3625,27.84,96,100,15.7
444,Norsup,VU,1/23/2022 21:47,-16.0667,167.3833,85.33,71,89,5.12
445,Tuatapere,NZ,1/23/2022 21:47,-46.1333,167.6833,56.82,57,56,1.28
446,Kaeo,NZ,1/23/2022 21:47,-35.1,173.7833,68.32,83,100,11.45
447,Port Hardy,CA,1/23/2022 21:45,50.6996,-127.4199,39.38,93,100,0
448,Port Blair,IN,1/23/2022 21:47,11.6667,92.75,71.64,94,20,0
449,Dongsheng,CN,1/23/2022 21:47,39.8161,109.9776,22.12,77,52,6.22
450,Bathsheba,BB,1/23/2022 21:47,13.2167,-59.5167,81.21,65,40,16.11
451,Minas,UY,1/23/2022 21:46,-34.3759,-55.2377,74.52,88,100,5.93
452,Nefteyugansk,RU,1/23/2022 21:45,61.0998,72.6035,10.65,96,99,4.63
453,Scarborough,GB,1/23/2022 21:45,54.2797,-0.4044,40.51,86,85,1.01
454,Alihe,CN,1/23/2022 21:48,50.5667,123.7167,-7.08,98,76,3.09
455,Pasni,PK,1/23/2022 21:48,25.2631,63.471,61,30,0,13.96
456,Kasongo,CD,1/23/2022 21:48,-4.45,26.6667,67.6,94,100,2.08
457,Angol,CL,1/23/2022 21:48,-37.8,-72.7167,81.12,42,43,7.94
458,Tarrafal,CV,1/23/2022 21:48,15.2833,-23.7667,74.19,79,100,17.4
459,Kaputa,ZM,1/23/2022 21:48,-8.4689,29.6619,67.78,92,100,3.38
460,Nijar,ES,1/23/2022 21:48,36.9665,-2.206,49.66,62,0,8.05
461,Halifax,CA,1/23/2022 21:46,44.6453,-63.5724,34.21,73,100,5.01
462,Dalbandin,PK,1/23/2022 21:48,28.8947,64.4101,40.23,42,0,6.51
463,Lagoa,PT,1/23/2022 21:48,39.05,-27.9833,59.18,63,34,7.45
464,Rio Grande,BR,1/23/2022 21:48,-32.035,-52.0986,86.11,87,99,3.89
465,Sundumbili,ZA,1/23/2022 21:48,-29.1337,31.3975,70.11,90,13,6.38
466,Savannah Bight,HN,1/23/2022 21:48,16.45,-85.85,82.45,71,6,6.96
467,Grand Gaube,MU,1/23/2022 21:48,-20.0064,57.6608,79.38,84,56,3
468,Maceio,BR,1/23/2022 21:43,-9.6658,-35.7353,81.84,69,40,4.61
469,Ulladulla,AU,1/23/2022 21:48,-35.35,150.4667,72.88,72,96,1.95
470,Ararangua,BR,1/23/2022 21:48,-28.9347,-49.4858,81.86,69,16,8.37
471,Sabang,ID,1/23/2022 21:48,5.8933,95.3214,79.81,74,87,5.79
472,Bandar-E Anzali,IR,1/23/2022 21:48,37.4727,49.4622,41.11,50,0,3.38
473,Nobres,BR,1/23/2022 21:48,-14.7203,-56.3275,83.88,73,55,1.3
474,Kurumkan,RU,1/23/2022 21:48,54.3,110.3,-0.27,88,99,2.15
475,Praia Da Vitoria,PT,1/23/2022 21:48,38.7333,-27.0667,62.85,72,20,6.8
476,Fatehpur,IN,1/23/2022 21:48,25.9333,80.8,57.4,82,60,4.16
477,Harlingen,US,1/23/2022 21:46,26.1906,-97.6961,58.91,95,100,10.36
478,Japura,ID,1/23/2022 21:48,-0.3167,102.35,73,98,100,1.05
479,Asyut,EG,1/23/2022 21:48,27.181,31.1837,50.18,54,5,7.25
480,Kodinsk,RU,1/23/2022 21:48,58.6881,99.1844,0.72,99,100,0.98
481,Fenyi,CN,1/23/2022 21:48,27.8112,114.6681,41.92,91,100,3.71
482,Rossano,IT,1/23/2022 21:48,39.5751,16.6349,35.13,58,44,6.67
483,Teacapan,MX,1/23/2022 21:48,22.55,-105.75,76.55,63,72,11.52
484,Mogadishu,SO,1/23/2022 21:48,2.0371,45.3438,77.58,77,99,23.35
485,Belyy Yar,RU,1/23/2022 21:48,53.6039,91.3903,-12.14,81,40,0
486,Bajil,YE,1/23/2022 21:48,15.0584,43.2851,77.58,69,13,4.54
487,Mezen,RU,1/23/2022 21:48,65.8522,44.24,13.57,93,100,12.19
488,Laurel,US,1/23/2022 21:46,39.0993,-76.8483,38.7,51,100,1.01
489,Mastic Beach,US,1/23/2022 21:48,40.7668,-72.8521,36.01,64,0,1.99
490,Diamantino,BR,1/23/2022 21:44,-14.4086,-56.4461,81.28,77,78,0.4
491,Baherden,TM,1/23/2022 21:48,38.4362,57.4316,38.32,46,7,6.64
492,Kutum,SD,1/23/2022 21:48,14.2,24.6667,59.49,14,9,7.4
493,Strezhevoy,RU,1/23/2022 21:48,60.7333,77.5889,-0.02,98,97,2.55
494,Bayan,CN,1/23/2022 21:48,46.0833,127.4,-14.93,100,48,2.91
495,Gat,IL,1/23/2022 21:48,31.61,34.7642,51.4,100,100,5.46
496,Conceicao Do Araguaia,BR,1/23/2022 21:50,-8.2578,-49.2647,76.39,88,45,4.7
497,Vila,PT,1/23/2022 21:50,42.0304,-8.1588,39.94,76,0,2.86
498,Dubbo,AU,1/23/2022 21:50,-32.25,148.6167,68.13,77,92,14.97
499,Kattivakkam,IN,1/23/2022 21:50,13.2167,80.3167,80.08,86,34,7.54
500,Sao Gabriel Da Cachoeira,BR,1/23/2022 21:50,-0.1303,-67.0892,78.46,94,84,1.01
501,Yershov,RU,1/23/2022 21:50,51.3513,48.2766,13.41,89,100,9.6
502,Wattegama,LK,1/23/2022 21:50,6.7989,81.4808,70.72,88,100,1.52
503,Tyret Pervaya,RU,1/23/2022 21:50,53.6703,102.3106,4.84,97,100,3.76
504,Maicao,CO,1/23/2022 21:50,11.3832,-72.2432,83.5,49,17,12.28
505,Bushehr,IR,1/23/2022 21:50,28.9684,50.8385,51.89,62,0,4.61
506,Show Low,US,1/23/2022 21:50,34.2542,-110.0298,49.71,43,0,13.8
507,Valdivia,CL,1/23/2022 21:45,-39.8142,-73.2459,62.69,72,61,5.59
508,Rabak,SD,1/23/2022 21:50,13.1809,32.74,72.55,19,85,15.64
509,Emerald,AU,1/23/2022 21:50,-23.5333,148.1667,75.34,78,100,5.75
510,Manzhouli,CN,1/23/2022 21:50,49.6,117.4333,-3.41,99,100,1.77
511,Shagonar,RU,1/23/2022 21:50,51.5333,92.8,-12.06,98,100,1.41
512,Ndola,ZM,1/23/2022 21:50,-12.9587,28.6366,57.81,98,7,4.54
513,Ossora,RU,1/23/2022 21:50,59.2353,163.0719,-18.13,83,2,4.14
514,Praya,CV,1/23/2022 21:50,14.9215,-23.5087,73.94,68,75,16.11
515,Alofi,NU,1/23/2022 21:50,-19.0595,-169.9187,84.09,79,40,8.05
516,Mamontovo,RU,1/23/2022 21:50,52.7055,81.6244,-10.07,100,100,3.18
517,Elizabeth City,US,1/23/2022 21:50,36.2946,-76.2511,43,71,0,9.22
518,Puerto Escondido,MX,1/23/2022 21:50,15.85,-97.0667,83.48,54,1,5.21
519,Bereda,ES,1/23/2022 21:50,43.2686,-7.5406,37.92,94,0,1.61
520,Amravati,IN,1/23/2022 21:50,20.9333,77.75,58.98,46,15,6.51
521,Kamenka,RU,1/23/2022 21:50,51.3223,42.7678,23.49,95,100,12.68
522,Marsa Matruh,EG,1/23/2022 21:50,31.3525,27.2453,52,62,40,12.66
523,The Valley,AI,1/23/2022 21:50,18.217,-63.0578,84.06,69,20,9.22
524,Bull Savanna,JM,1/23/2022 21:50,17.8868,-77.5902,75.67,75,36,1.43
525,Coahuayana,MX,1/23/2022 21:50,18.7333,-103.6833,85.46,42,88,6.58
526,Bowen,AU,1/23/2022 21:50,-20.0167,148.2333,75.42,64,79,7.14
527,Baixa Grande,BR,1/23/2022 21:50,-11.9597,-40.1681,73.63,82,98,5.97
528,Avera,US,1/23/2022 21:50,33.194,-82.5271,55.27,41,0,9.4
529,Saint-Augustin,CA,1/23/2022 21:50,51.226,-58.6502,9.34,98,98,1.86
530,Carandai,BR,1/23/2022 21:50,-20.9536,-43.8064,77.04,91,5,5.39
531,Buchanan,LR,1/23/2022 21:50,5.8808,-10.0467,75.16,82,11,6.96
532,Fort Nelson,CA,1/23/2022 21:50,58.8053,-122.7002,22.59,86,75,2.3
533,Suntar,RU,1/23/2022 21:50,62.1444,117.6319,-10.91,98,49,3.96
534,Bemidji,US,1/23/2022 21:50,47.4736,-94.8803,7.05,74,100,10.36
535,Nokaneng,BW,1/23/2022 21:50,-19.6667,22.2667,67.91,58,41,6.22
536,Xuddur,SO,1/23/2022 21:50,4.1213,43.8894,71.85,56,19,15.75
537,Lorengau,PG,1/23/2022 21:50,-2.0226,147.2712,81.99,81,90,11.7
538,College,US,1/23/2022 21:50,64.8569,-147.8028,12.58,85,75,4.61
539,Homer,US,1/23/2022 21:50,59.6425,-151.5483,42.69,61,100,6.91
540,Muyezerskiy,RU,1/23/2022 21:50,63.9333,31.65,30.38,97,100,14.05
541,Cap-Haitien,HT,1/23/2022 21:50,19.7578,-72.2042,82.35,61,20,11.5
542,Pemangkat,ID,1/23/2022 21:50,1.1667,108.9667,78.21,83,100,4.14
543,Pokhara,NP,1/23/2022 21:51,28.2333,83.9833,48.52,54,76,5.48
544,Bonthe,SL,1/23/2022 21:51,7.5264,-12.505,78.62,77,16,6.8
545,Butterworth,MY,1/23/2022 21:51,5.3991,100.3638,78.84,93,20,1.99
546,Canguaretama,BR,1/23/2022 21:51,-6.38,-35.1289,82.89,73,93,8.93
547,Ospitaletto,IT,1/23/2022 21:51,45.1333,10.6,39.42,84,1,1.19
548,Tocopilla,CL,1/23/2022 21:51,-22.092,-70.1979,70.2,79,99,10.6
549,Letlhakeng,BW,1/23/2022 21:51,-24.0944,25.0298,66.09,47,5,5.21
550,Cayenne,GF,1/23/2022 21:51,4.9333,-52.3333,78.84,88,75,4.61
551,Vytegra,RU,1/23/2022 21:51,61.0064,36.4481,17.76,90,100,8.93
552,Gore,NZ,1/23/2022 21:51,-46.1028,168.9436,57.22,54,46,1.41
553,Pachino,IT,1/23/2022 21:51,36.7186,15.0907,39.24,59,9,6.35
554,Ahipara,NZ,1/23/2022 21:51,-35.1667,173.1667,69.64,81,100,12.06
555,Bubaque,GW,1/23/2022 21:51,11.2833,-15.8333,79.2,76,14,15.86
556,Medea,DZ,1/23/2022 21:51,36.2642,2.7539,32.45,66,18,5.64
557,Pahrump,US,1/23/2022 21:51,36.2083,-115.9839,63.25,19,0,1.99
558,Dawlatabad,AF,1/23/2022 21:51,36.4141,64.9053,34.38,63,0,3.47
559,Pacific Grove,US,1/23/2022 21:51,36.6177,-121.9166,69.35,43,0,5.01
560,Along,IN,1/23/2022 21:51,28.1667,94.7667,49.26,87,99,0.65
561,Ende,ID,1/23/2022 21:51,-8.8432,121.6623,78.35,89,100,3.22
562,Kaliua,TZ,1/23/2022 21:51,-5.0606,31.7936,64.09,96,89,3.24
563,Saurimo,AO,1/23/2022 21:51,-9.6608,20.3916,64.6,96,99,1.81
564,Corrales,US,1/23/2022 21:51,35.2378,-106.6067,55.89,29,0,4
565,Alyangula,AU,1/23/2022 21:51,-13.8483,136.4192,76.87,100,100,0
566,Yerofey Pavlovich,RU,1/23/2022 21:51,53.9667,121.9667,-14.17,96,5,2.95
567,Qasigiannguit,GL,1/23/2022 21:51,68.8193,-51.1922,7.63,80,100,7.05
568,Braganca,BR,1/23/2022 21:49,-1.0536,-46.7656,75.29,93,83,2.53
569,Santiago De Cao,PE,1/23/2022 21:51,-7.9589,-79.2392,69.93,83,40,12.66
570,Sakti,IN,1/23/2022 21:51,22.0333,82.9667,62.65,70,18,1.41
571,Kita,ML,1/23/2022 21:51,13.0349,-9.4895,74.05,11,0,6.71
572,Chateaubelair,VC,1/23/2022 21:51,13.2833,-61.25,79.41,73,20,5.75
573,Sigli,ID,1/23/2022 21:51,5.3848,95.9609,76.21,86,71,2.91
574,Villa Bruzual,VE,1/23/2022 21:51,9.3328,-69.1208,90.46,34,37,1.19
575,Mokhotlong,LS,1/23/2022 21:51,-29.2894,29.0675,51.78,70,0,1.77
